cell_line,fold,y_mean,n_records
NCIH1568,1,2.8887324999999997,4
NCIH1623,5,2.6194175,4
NCIH1648,1,2.85131,2
NCIH1650,4,4.7150335,4
NCIH1651,3,3.5622610000000003,4
NCIH1781,1,4.19622125,4
NCIH1792,2,2.3815495,4
NCIH1793,5,4.17343275,4
NCIH1836,1,4.449295333333333,3
NCIH1876,3,3.6291055,4
NCIH1915,5,0.9214252500000001,4
NCIH1944,1,2.25048225,4
NCIH196,1,4.122933,4
NCIH1963,2,5.203125,2
NCIH1975,2,2.90410675,4
NCIH2009,1,1.821172,3
NCIH2023,2,3.14996025,4
NCIH2029,2,4.06079275,4
NCIH2030,4,1.363723,2
NCIH2066,5,4.221919333333333,3
NCIH2081,4,4.526302333333334,3
NCIH2085,1,3.513245,4
NCIH2087,1,1.3138265000000002,4
NCIH209,4,4.30205325,4
NCIH211,3,3.88502025,4
NCIH2110,4,2.571461333333333,3
NCIH2122,2,0.7282355,4
NCIH2170,5,4.8157005,4
NCIH2171,2,3.962645,1
NCIH2172,1,4.722122333333333,3
NCIH2196,5,3.360955,1
NCIH2227,4,4.0433435,4
NCIH2228,1,3.93617375,4
NCIH2291,1,-0.391689,3
NCIH23,3,3.24979,4
NCIH2342,3,4.195172666666667,3
NCIH2347,4,0.787925,3
NCIH2405,2,3.5662504999999998,4
NCIH2444,4,3.899030666666667,3
NCIH292,2,-0.7119143333333332,3
NCIH358,3,1.8468896666666668,3
NCIH441,4,3.12756775,4
NCIH446,5,4.09918025,4
NCIH460,4,0.6143930000000001,3
NCIH522,5,3.88018625,4
NCIH524,2,3.9588944999999995,4
NCIH526,2,4.3529235,4
NCIH596,1,3.6428492500000003,4
NCIH647,1,2.453572,3
NCIH650,5,3.716581,4
NCIH661,1,3.8604010000000004,4
NCIH69,2,4.019767666666667,3
NCIH727,3,0.7504124999999999,4
NCIH810,4,4.59136325,4
NCIH82,3,4.5179095,4
NCIH838,1,2.9746083333333337,3
NCIH841,5,4.245515,4
NCIH929,1,1.439792,4
NOMO1,4,-0.7756780000000001,4
NUDUL1,4,2.615195,3
OCIAML2,5,-2.208601,4
OCIAML3,2,-2.50882475,4
OCIAML5,3,1.78262925,4
OCILY19,5,1.8884443333333334,3
OCIM1,1,2.12439825,4
OPM2,5,3.52637775,4
P12ICHIKAWA,5,2.8156846666666664,3
P31FUJ,3,2.2049386666666666,3
PF382,2,3.88453525,4
PL21,1,0.5018973333333333,3
RAJI,4,3.96988975,4
RCHACV,1,3.0433986666666666,3
REH,4,3.564686,4
RERFLCKJ,4,3.7653795000000003,4
RERFLCMS,3,1.1362836666666667,3
RL,2,3.544916,3
RPMI8226,5,2.13641025,4
RPMI8402,1,3.2945663333333335,3
RS411,3,3.6712532500000004,4
SBC5,5,3.44913525,4
SHP77,4,3.5454107500000003,4
SIGM5,3,3.88062,1
SKLU1,5,1.5796806666666665,3
SKM1,1,-2.282504,4
SKMES1,2,2.07000525,4
SKMM2,4,5.10147675,4
ST486,3,3.118501,3
SUDHL1,3,2.607087,1
SUDHL10,3,2.75032075,4
SUDHL4,3,2.6470993333333332,3
SUDHL5,5,3.4728216666666665,3
SUDHL6,1,2.7459272500000003,4
SUDHL8,2,3.6649000000000003,4
SUPB15,2,2.6915123333333333,3
SUPM2,5,3.04170775,4
SUPT1,3,4.0366965,4
SW1271,4,2.20101925,4
SW1573,1,4.6866025,4
THP1,5,2.0596929999999998,3
WSUDLCL2,3,3.2735376666666665,3
