cell_line,fold,y_mean,n_records
LU65,5,7.006933,2
LXF289,1,6.0399055,2
ME1,4,5.5082165,2
MEG01,2,4.8649755,2
MHHCALL2,3,4.3470335,2
MM1S,3,4.901009,1
MOLM13,4,4.72451,2
MOLM16,3,3.7083365,2
MOLP8,5,4.55938,2
MOLT13,4,4.922065,2
MOLT16,5,4.227994,2
MONOMAC6,5,3.7168919999999996,2
NALM6,2,4.4027695,2
NAMALWA,1,5.223803,2
NB4,5,3.954848,2
NCIH1048,3,5.647361500000001,2
NCIH1092,4,6.576354,2
NCIH1105,5,4.9266695,2
NCIH1155,2,5.4130795,2
NCIH1341,3,5.978311,2
NCIH1435,1,5.310584,2
NCIH1436,1,5.9684945,2
NCIH1437,2,5.781734999999999,2
NCIH146,2,5.2395515,2
NCIH1568,5,6.067563,2
NCIH1623,2,7.1330415,2
NCIH1648,1,6.7015065,2
NCIH1650,4,7.60763,1
NCIH1651,4,5.9918295,2
NCIH1781,1,6.372109999999999,2
NCIH1792,2,5.919498000000001,2
NCIH1793,3,7.5977630000000005,2
NCIH1836,4,5.764304,2
NCIH1876,1,5.214769,2
NCIH1915,1,6.9476505,2
NCIH1944,5,6.7150490000000005,2
NCIH196,2,6.7218634999999995,2
NCIH1963,2,5.833661,1
NCIH1975,2,6.3132415,2
NCIH2009,5,6.380625,2
NCIH2023,5,6.001237,2
NCIH2029,4,5.9607405,2
NCIH2030,5,6.008248,2
NCIH2066,3,7.577147500000001,2
NCIH2081,4,5.9793475,2
NCIH2085,2,6.765407,2
NCIH2087,5,6.722061500000001,2
NCIH209,4,5.2220545000000005,2
NCIH211,2,5.616934499999999,2
NCIH2110,4,5.483454,2
NCIH2122,1,5.8979645000000005,2
NCIH2170,5,5.400665500000001,2
NCIH2171,3,5.356459,1
NCIH2172,1,6.5147755,2
NCIH2196,4,5.789538,1
NCIH2227,1,4.836418,2
NCIH2228,2,7.64027,1
NCIH2291,4,7.235568499999999,2
NCIH23,1,6.0940645,2
NCIH2342,5,6.685587,2
NCIH2347,2,7.366124000000001,2
NCIH2405,1,7.1152165,2
NCIH2444,5,6.765665,2
NCIH292,1,4.507862,2
NCIH358,1,6.8638175,2
NCIH441,2,6.975308500000001,2
NCIH446,3,5.636217,2
NCIH460,4,5.3029215,2
NCIH522,5,6.302536,2
NCIH524,4,5.654561,2
NCIH526,1,6.0043334999999995,2
NCIH596,4,7.0415605,2
NCIH647,4,2.7396130000000003,2
NCIH650,3,6.567278,2
NCIH661,4,6.093579,2
NCIH69,5,5.979258,2
NCIH727,4,7.4552705,2
NCIH810,5,5.1808465,2
NCIH82,1,5.744773,2
NCIH838,2,6.2224715,2
NCIH841,4,6.165322,2
NCIH929,5,5.515226500000001,2
NOMO1,1,5.3032145,2
NUDUL1,1,4.5287505,2
OCIAML2,2,3.6993169999999997,2
OCIAML3,1,5.6305635,2
OCIAML5,5,5.1612955,2
OCILY19,3,4.8409545,2
OCIM1,1,3.7455165,2
OPM2,5,5.1155795,2
P12ICHIKAWA,2,4.784166,2
P31FUJ,4,4.2228955,2
PF382,2,5.3645320000000005,2
PL21,3,4.809866,2
RAJI,5,5.537637,2
RCHACV,2,3.93828,2
REH,3,4.869210000000001,2
RERFLCKJ,3,6.493075,2
RERFLCMS,3,6.129438,2
RL,5,5.91725,2
RPMI8226,3,5.3245745,2
RPMI8402,4,4.4872455,2
RS411,3,4.3957285,2
SBC5,5,5.5000765000000005,2
SHP77,1,5.788436,2
SIGM5,1,4.402651,1
SKLU1,4,6.2064115,2
SKM1,4,3.714091,2
SKMES1,3,6.7889045,2
SKMM2,5,5.849410499999999,2
ST486,1,5.313599,2
SUDHL1,1,6.075473,1
SUDHL10,5,4.7137385,2
SUDHL4,2,3.8974715,2
SUDHL5,3,4.2463325,2
SUDHL6,1,4.701321,2
SUDHL8,3,4.1225875,2
SUPB15,2,5.16813,1
SUPM2,5,3.0753250000000003,2
SUPT1,4,5.0637715,2
SW1271,2,7.191268,2
SW1573,3,7.084134000000001,2
THP1,5,4.8842525000000006,2
WSUDLCL2,1,4.7213165,2
