cell_line,fold,y_mean,n_records
NCIH82,4,3.699691666666667,3
NCIH838,5,3.9666696666666668,3
NCIH841,2,4.060687333333333,3
NCIH929,3,3.386582,3
NOMO1,3,3.5157143333333334,3
NUDUL1,5,2.5953286666666666,3
OCIAML2,1,1.8243776666666667,3
OCIAML3,4,3.3127313333333333,3
OCIAML5,1,2.986902666666667,3
OCILY19,5,1.778207,3
OCIM1,5,3.001963,3
OPM2,2,3.694103,3
P12ICHIKAWA,1,3.0295313333333334,3
P31FUJ,4,3.119374666666667,3
PF382,3,3.332452333333334,3
PL21,3,4.373281333333334,3
RAJI,3,3.394781,3
RCHACV,3,1.4404320000000002,3
REH,5,2.603556333333333,3
RERFLCKJ,5,4.891426333333333,3
RERFLCMS,5,2.783094666666667,3
RL,4,4.077319666666667,3
RPMI8226,2,2.982153666666667,3
RPMI8402,4,2.807019,3
RS411,2,2.147542,3
SBC5,3,3.2353073333333335,3
SHP77,1,3.897597333333333,3
SIGM5,3,2.630454,1
SKLU1,3,4.132252333333334,3
SKM1,3,2.350337,3
SKMES1,5,4.265306333333333,3
SKMM2,5,4.807200000000001,3
ST486,2,3.6628806666666667,3
SUDHL1,3,4.522685,1
SUDHL10,5,3.1031945,2
SUDHL4,4,3.1366573333333334,3
SUDHL5,3,1.079142,3
SUDHL6,1,3.201079,3
SUDHL8,1,1.9822285000000002,2
SUPB15,2,0.334013,2
SUPM2,4,1.3484726666666667,3
SUPT1,1,3.3542926666666664,3
SW1271,3,4.971806666666667,3
SW1573,2,4.244359333333333,3
THP1,2,3.803236,3
WSUDLCL2,5,2.7768013333333332,3
