cell_line,fold,y_mean,n_records
RL,4,3.5372456666666667,3
RPMI8226,4,4.150623333333333,3
RPMI8402,5,3.778499333333333,3
RS411,1,3.3891546666666668,3
SBC5,4,4.854232913241135,4
SHP77,3,4.2415123333333336,3
SIGM5,3,2.205389,1
SKLU1,3,3.069393861581295,4
SKM1,3,4.2709649999999995,3
SKMES1,1,3.1786987055562825,4
SKMM2,1,5.212839,3
ST486,3,3.8017160000000003,3
SUDHL1,3,3.81273,1
SUDHL10,2,2.827295,3
SUDHL4,3,3.502381666666667,3
SUDHL5,5,3.418734666666667,3
SUDHL6,4,3.091331333333333,3
SUDHL8,2,4.040324333333333,3
SUPB15,3,4.241667,2
SUPM2,2,3.3608716666666667,3
SUPT1,3,4.058261666666667,3
SW1271,2,4.133286919397838,4
SW1573,1,4.43697680364619,4
THP1,2,4.400826666666666,3
WSUDLCL2,5,3.2134375,2
