cell_line,fold,y_mean,n_records
MOLM13,3,-1.0785905,2
MOLM16,2,0.3209940000000001,2
MOLP8,2,1.5281995,2
MOLT13,4,-2.088275,2
MOLT16,1,-1.7866404999999999,2
MONOMAC6,4,1.165205,2
NALM6,2,-1.5455079999999999,2
NAMALWA,5,2.4797545000000003,2
NB4,2,0.1846325,2
NCIH1048,1,-1.7664365,2
NCIH1092,2,-0.6159325,2
NCIH1105,4,-2.592505,2
NCIH1155,5,-0.455052,2
NCIH1341,3,-1.6801815,2
NCIH1435,2,-0.7373455,2
NCIH1436,1,0.25344099999999997,2
NCIH1437,4,3.3150065,2
NCIH146,1,-2.9857735,2
NCIH1568,1,3.742185,2
NCIH1623,5,2.378549,2
NCIH1648,4,1.0271025,2
NCIH1650,1,1.38365,2
NCIH1651,3,2.898348,2
NCIH1781,2,2.8581405,2
NCIH1792,5,2.0464955,2
NCIH1793,2,3.9229595,2
NCIH1836,2,-1.161285,2
NCIH1876,1,-1.2438915,2
NCIH1915,3,2.1132085,2
NCIH1944,5,1.649712,2
NCIH196,5,2.7503995000000003,2
NCIH1963,4,-3.078207,1
NCIH1975,2,2.8366115,2
NCIH2009,5,2.5580875,2
NCIH2023,4,2.680482,2
NCIH2029,5,1.625486,2
NCIH2030,1,2.5531724999999996,2
NCIH2066,1,0.9605699999999999,2
NCIH2081,1,2.3876549999999996,2
NCIH2085,1,1.1173765,2
NCIH2087,4,1.811881,2
NCIH209,5,-1.8776925000000002,2
NCIH211,1,-1.4521445,2
NCIH2110,1,3.162518,2
NCIH2122,1,1.7911225,2
NCIH2170,5,-0.0969955,2
NCIH2171,5,-1.850549,1
NCIH2172,4,3.044091,2
NCIH2196,3,-1.700276,1
NCIH2227,2,0.4609115,2
NCIH2228,5,2.8863935,2
NCIH2291,2,2.2250604999999997,2
NCIH23,1,1.9860125,2
NCIH2342,2,1.1329705,2
NCIH2347,2,2.2420535,2
NCIH2405,4,2.394445,2
NCIH2444,3,2.1551815000000003,2
NCIH292,1,1.789329,2
NCIH358,2,2.9751085,2
NCIH441,2,3.1656605,2
NCIH446,5,0.4511175,2
NCIH460,4,3.3424329999999998,2
NCIH522,4,2.7761905,2
NCIH524,5,-1.4774245000000001,2
NCIH526,5,-0.993265,2
NCIH596,4,1.336091,2
NCIH647,4,2.9109895000000003,2
NCIH650,3,3.9949310000000002,2
NCIH661,4,2.6780115,2
NCIH69,4,-1.115888,2
NCIH727,3,1.939546,2
NCIH810,4,2.5286625000000003,2
NCIH82,5,1.6413375,2
NCIH838,3,3.023401,2
NCIH841,2,2.108187,2
NCIH929,4,2.254686,2
NOMO1,4,0.96587,1
NUDUL1,5,0.34014049999999996,2
OCIAML2,2,-2.648379,1
OCIAML3,1,1.9015149999999998,2
OCIAML5,3,-1.3741295,2
OCILY19,3,-2.553053,2
OCIM1,1,-0.5007835,2
OPM2,1,1.099427,2
P12ICHIKAWA,3,-2.2276365,2
P31FUJ,4,0.4067145,2
PF382,5,-0.6140225,2
PL21,3,1.4973575000000001,2
RAJI,3,3.6066395,2
RCHACV,1,-0.3295775,2
REH,1,-2.0478045,2
RERFLCKJ,2,3.310608,2
RERFLCMS,3,2.349367,2
RL,2,-0.3194315,2
RPMI8226,1,-1.3481505,2
RPMI8402,4,-0.8760030000000001,2
RS411,2,-3.1500325,2
SBC5,5,2.5430194999999998,2
SHP77,5,1.248354,2
SIGM5,2,0.356891,1
SKLU1,4,1.4524415,2
SKM1,3,-0.9589035,2
SKMES1,3,3.3660055,2
SKMM2,4,-2.7632415000000004,2
ST486,5,-0.3873365,2
SUDHL1,3,3.205162,1
SUDHL10,2,1.8802729999999999,2
SUDHL4,3,0.453874,2
SUDHL5,2,2.7897309999999997,2
SUDHL6,5,-1.1151595,2
SUDHL8,3,-1.12184,2
SUPB15,5,-4.2036549999999995,2
SUPM2,5,1.173924,2
SUPT1,4,0.4674404999999999,2
SW1271,1,4.3238509999999994,2
SW1573,2,2.906679,2
THP1,1,0.503214,2
WSUDLCL2,3,-0.5865,2
