cell_line,fold,y_mean,n_records
NCIH596,5,5.8518445,2
NCIH647,1,4.745839999999999,2
NCIH650,2,5.3552795,2
NCIH661,2,3.8634815,2
NCIH69,4,5.5072565,2
NCIH727,3,5.6423765,2
NCIH810,2,4.927453,2
NCIH82,4,4.3781704999999995,2
NCIH838,1,4.8024935,2
NCIH841,4,4.800591,2
NCIH929,5,1.035707,2
NOMO1,1,3.866078,2
NUDUL1,1,2.4308975,2
OCIAML2,5,1.099125,2
OCIAML3,3,1.1853975,2
OCIAML5,5,0.573049,2
OCILY19,2,0.03525149999999999,2
OCIM1,2,3.8338975,2
OPM2,3,4.041545,2
P12ICHIKAWA,4,3.446532,2
P31FUJ,3,3.7372825,2
PF382,1,3.53927,2
PL21,3,3.4625135,2
RAJI,3,4.160659,2
RCHACV,3,0.58274,2
REH,3,1.7734715,2
RERFLCKJ,2,4.4566965,2
RERFLCMS,3,4.1342065,2
RL,3,4.7310525000000005,2
RPMI8226,3,3.9001335,2
RPMI8402,4,3.302108,2
RS411,3,0.5840805,2
SBC5,2,4.1339775,2
SHP77,5,3.005535,2
SIGM5,2,3.347913,1
SKLU1,5,4.680829,2
SKM1,4,3.804437,2
SKMES1,5,4.7212819999999995,2
SKMM2,5,5.470673,2
ST486,1,3.803185,2
SUDHL1,4,4.976861,1
SUDHL10,3,3.224089,2
SUDHL4,5,3.6931805,2
SUDHL5,1,0.7758225000000001,2
SUDHL6,2,2.9289820000000004,2
SUDHL8,1,4.314574,2
SUPB15,4,-0.213287,2
SUPM2,5,0.7092510000000001,2
SUPT1,3,4.6441795,2
SW1271,1,6.044585,2
SW1573,2,4.107855,2
THP1,3,4.7103225,2
WSUDLCL2,2,3.6845299999999996,2
