cell_line,fold,y_mean,n_records
NCIH1648,4,2.127941,3
NCIH1650,3,4.111193666666667,3
NCIH1651,1,3.0450209999999998,3
NCIH1781,2,3.6428263333333333,3
NCIH1792,5,-0.100843,3
NCIH1793,3,3.3470516666666668,3
NCIH1836,5,4.919040333333333,3
NCIH1876,1,3.451157,3
NCIH1915,1,-0.370686,3
NCIH1944,3,0.8348546666666666,3
NCIH196,1,4.3257615000000005,2
NCIH1963,2,4.117481,1
NCIH1975,2,1.1727006666666666,3
NCIH2009,4,0.36748066666666673,3
NCIH2023,3,1.9700976666666667,3
NCIH2029,5,3.54133,3
NCIH2030,2,1.2888846666666665,3
NCIH2066,4,4.2937433333333335,3
NCIH2081,5,4.655599,3
NCIH2085,1,2.4056306666666667,3
NCIH2087,4,1.4955420000000001,3
NCIH209,2,4.073041666666667,3
NCIH211,4,2.8979313333333336,3
NCIH2110,2,1.7505973333333333,3
NCIH2122,1,-0.03471466666666667,3
NCIH2170,1,4.113187666666667,3
NCIH2171,5,3.888317,1
NCIH2172,1,3.6718436666666663,3
NCIH2196,2,3.740526,1
NCIH2227,5,2.3453766666666667,3
NCIH2228,2,1.7055395,2
NCIH2291,2,-1.1324376666666667,3
NCIH23,4,1.460898,3
NCIH2342,4,3.533361,2
NCIH2347,1,0.3364036666666667,3
NCIH2405,1,0.932411,3
NCIH2444,1,3.5285950000000006,3
NCIH292,4,-0.8219193333333333,3
NCIH358,5,1.1065326666666666,3
NCIH441,2,2.9999369999999996,3
NCIH446,2,3.506382,3
NCIH460,2,0.38048433333333337,3
NCIH522,4,3.6897830000000003,3
NCIH524,5,3.1459360000000003,3
NCIH526,3,3.7441533333333332,3
NCIH596,1,2.938849,3
NCIH647,3,1.831174,2
NCIH650,5,1.9811006666666664,3
NCIH661,5,3.3408599999999997,3
NCIH69,4,3.638598,3
NCIH727,4,0.4169483333333333,3
NCIH810,3,3.8702256666666663,3
NCIH82,3,4.056071333333333,3
NCIH838,4,1.8747059999999998,3
NCIH841,3,2.941091,3
NCIH929,3,-0.6424123333333334,3
NOMO1,1,-2.66693,2
NUDUL1,5,2.3955246666666667,3
OCIAML2,4,-4.434335,2
OCIAML3,5,-3.0385673333333334,3
OCIAML5,2,-0.50382,3
OCILY19,1,1.6730086666666668,3
OCIM1,5,1.07618,3
OPM2,2,2.4398796666666667,3
P12ICHIKAWA,3,2.6757195,2
P31FUJ,1,0.7902840000000001,3
PF382,4,3.050061,3
PL21,3,-0.7770646666666666,3
RAJI,2,3.7897696666666665,3
RCHACV,5,3.222766333333333,3
REH,4,3.324761666666667,3
RERFLCKJ,3,2.398199,3
RERFLCMS,1,0.3034153333333333,3
RL,1,3.2846723333333334,3
RPMI8226,2,1.7463776666666668,3
RPMI8402,5,3.1168703333333334,3
RS411,1,3.4917583333333333,3
SBC5,3,2.3683656666666666,3
SHP77,4,3.4878343333333333,3
SIGM5,1,2.675289,1
SKLU1,5,1.2793670000000001,2
SKM1,3,-2.931941333333333,3
SKMES1,5,0.45958866666666665,3
SKMM2,3,4.270846,2
ST486,5,3.1844539999999997,2
SUDHL1,2,-1.829359,1
SUDHL10,2,3.0183363333333335,3
SUDHL4,4,3.081049,3
SUDHL5,5,1.9603176666666666,3
SUDHL6,2,2.5888603333333333,3
SUDHL8,3,3.5952586666666666,3
SUPB15,1,1.8678744999999999,2
SUPM2,4,2.2907636666666664,3
SUPT1,5,3.49035,3
SW1271,5,0.9048883333333334,3
SW1573,4,3.4204410000000003,3
THP1,5,2.117264666666667,3
WSUDLCL2,1,3.637309333333333,3
