cell_line,fold,y_mean,n_records
MEG01,1,-3.6468575000000003,2
MHHCALL2,2,1.5755755,2
MM1S,5,0.737846,1
MOLM13,3,-3.3027945,2
MOLM16,5,-0.639743,2
MOLP8,5,-0.464498,1
MOLT13,2,-3.0445475,2
MOLT16,1,0.462486,2
MONOMAC6,3,-0.8785495,2
NALM6,4,0.930572,2
NAMALWA,3,2.061216,2
NB4,2,-5.886582,2
NCIH1048,3,1.8475695,2
NCIH1092,2,2.8226065,2
NCIH1105,2,2.267303,2
NCIH1155,4,1.8234765,2
NCIH1341,1,0.8696050000000001,2
NCIH1435,1,1.9148555,2
NCIH1436,5,2.5155495,2
NCIH1437,5,-3.1532805,2
NCIH146,2,2.1562210000000004,2
NCIH1568,5,-1.1673435,2
NCIH1623,1,-0.79603,2
NCIH1648,4,-1.2220795,2
NCIH1650,2,3.750328,1
NCIH1651,3,1.6300605,2
NCIH1781,2,0.3275055,2
NCIH1792,2,-3.2633815,2
NCIH1793,1,0.9110544999999999,2
NCIH1836,1,3.1611494999999996,2
NCIH1876,1,1.9129395,2
NCIH1915,5,-3.674091,2
NCIH1944,1,-1.1645225,2
NCIH196,4,2.7592860000000003,2
NCIH1963,5,1.759634,1
NCIH1975,4,-2.1864265,2
NCIH2009,1,-1.9503965,2
NCIH2023,2,-0.9559455000000001,2
NCIH2029,5,2.042407,2
NCIH2030,1,-1.442028,2
NCIH2066,4,2.3952785,2
NCIH2081,1,2.7859735,2
NCIH2085,4,1.244098,2
NCIH2087,1,-2.9377075,2
NCIH209,1,1.404227,2
NCIH211,4,0.6628965,2
NCIH2110,2,-0.872159,2
NCIH2122,4,-4.4545705,2
NCIH2170,5,3.1111515,2
NCIH2171,1,2.126234,1
NCIH2172,2,1.2492355,2
NCIH2196,2,2.796905,1
NCIH2227,3,0.571707,2
NCIH2228,4,-0.56695,1
NCIH2291,5,-4.616305499999999,2
NCIH23,3,-0.9299665,2
NCIH2342,2,1.9375835000000001,2
NCIH2347,2,-1.869616,2
NCIH2405,2,-2.0289165000000002,2
NCIH2444,1,2.4857445,2
NCIH292,4,-4.5724605,2
NCIH358,4,-2.5628815,2
NCIH441,1,0.03639349999999997,2
NCIH446,5,1.5607405,2
NCIH460,1,-1.576548,2
NCIH522,5,1.331201,2
NCIH524,5,2.2671235000000003,2
NCIH526,4,2.572064,2
NCIH596,4,0.8600095000000001,2
NCIH647,5,0.30962100000000004,2
NCIH650,1,0.23309749999999999,2
NCIH661,5,1.1344625000000002,2
NCIH69,3,2.864203,2
NCIH727,4,-3.8964999999999996,2
NCIH810,5,2.5014915,2
NCIH82,5,2.6035335,2
NCIH838,3,-0.0882525,2
NCIH841,3,1.1651500000000001,2
NCIH929,3,-3.8262485,2
NOMO1,4,-4.060234,1
NUDUL1,4,1.2304055,2
OCIAML2,3,-7.198905,2
OCIAML3,3,-5.920936,2
OCIAML5,2,-3.6951245,2
OCILY19,4,-0.5398315,2
OCIM1,5,-1.6325479999999999,2
OPM2,5,0.5325915,2
P12ICHIKAWA,5,1.2170215,2
P31FUJ,2,-1.286109,1
PF382,4,1.5374984999999999,2
PL21,3,-2.828565,2
RAJI,1,1.679262,2
RCHACV,5,1.426761,2
REH,1,1.427396,2
RERFLCKJ,4,1.4702785,2
RERFLCMS,3,-1.9403270000000001,2
RL,5,1.7791515,2
RPMI8226,4,-0.111238,2
RPMI8402,2,1.668996,2
RS411,4,1.6200235,2
SBC5,2,0.6260945,2
SHP77,3,1.8274975,2
SIGM5,5,1.701799,1
SKLU1,1,-1.201694,2
SKM1,2,-5.4540535000000006,2
SKMES1,1,-2.1958634999999997,2
SKMM2,3,3.3202745,2
ST486,4,1.4234035,2
SUDHL1,3,-1.0925,1
SUDHL10,3,1.003066,2
SUDHL4,1,1.2602855,2
SUDHL5,3,0.459576,1
SUDHL6,3,1.0246255,2
SUDHL8,1,0.9102595,2
SUPB15,5,-0.395416,1
SUPM2,2,0.18683349999999999,2
SUPT1,3,2.7225795,2
SW1271,2,-2.2358885,2
SW1573,4,1.2062180000000002,2
THP1,2,-0.30396199999999995,2
WSUDLCL2,5,0.1858,2
