source,field,token,feature,odds_ratio,pvalue,n_worsen,n_with_token,n_total,fdr_bh,minus_log10_p,minus_log10_fdr
raw_token,raw_token,HISTONE DEACETYLASE 6,rawtok_HISTONE_DEACETYLASE_6,1.8095238095238095,0.43404394347790565,2,5,57,1.0,0.36246629941867475,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 8,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_8,1.8095238095238095,0.43404394347790565,2,5,57,1.0,0.36246629941867475,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_ALPHA_I,1.8095238095238095,0.43404394347790565,2,5,57,1.0,0.36246629941867475,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS,1.8095238095238095,0.43404394347790565,2,5,57,1.0,0.36246629941867475,-0.0
raw_token,raw_token,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,1.8095238095238095,0.43404394347790565,2,5,57,1.0,0.36246629941867475,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 1A,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_1A,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 2B,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2B,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,ACETYLCHOLINESTERASE,rawtok_ACETYLCHOLINESTERASE,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,ACTIVIN RECEPTOR TYPE-1B,rawtok_ACTIVIN_RECEPTOR_TYPE_1B,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,BCL2,rawtok_BCL2,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,BRD4,rawtok_BRD4,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT PRKX,rawtok_CAMP_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT_PRKX,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CASEIN KINASE II SUBUNIT ALPHA,rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CHROMATIN OTHER,rawtok_CHROMATIN_OTHER,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 1,rawtok_CYCLIN_DEPENDENT_KINASE_1,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 13,rawtok_CYCLIN_DEPENDENT_KINASE_13,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 17,rawtok_CYCLIN_DEPENDENT_KINASE_17,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 19,rawtok_CYCLIN_DEPENDENT_KINASE_19,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 2,rawtok_CYCLIN_DEPENDENT_KINASE_2,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 4,rawtok_CYCLIN_DEPENDENT_KINASE_4,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 6,rawtok_CYCLIN_DEPENDENT_KINASE_6,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 9,rawtok_CYCLIN_DEPENDENT_KINASE_9,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,DELTA-TYPE OPIOID RECEPTOR,rawtok_DELTA_TYPE_OPIOID_RECEPTOR,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 7,rawtok_EPHRIN_TYPE_A_RECEPTOR_7,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,EPHRIN TYPE-B RECEPTOR 3,rawtok_EPHRIN_TYPE_B_RECEPTOR_3,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,GLYCOGEN SYNTHASE KINASE-3 ALPHA,rawtok_GLYCOGEN_SYNTHASE_KINASE_3_ALPHA,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 1,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_1,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 11,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_11,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 12,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_12,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 13,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_13,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 15,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_15,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M1,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M3,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,"MUSCLE, SKELETAL RECEPTOR TYROSINE-PROTEIN KINASE",rawtok_MUSCLE_SKELETAL_RECEPTOR_TYROSINE_PROTEIN_KINASE,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 GAMMA,rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_GAMMA,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,PROTEIN STABILITY AND DEGRADATION,rawtok_PROTEIN_STABILITY_AND_DEGRADATION,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,RIBOSOMAL PROTEIN S6 KINASE ALPHA-1,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_1,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE/ENDORIBONUCLEASE IRE2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ENDORIBONUCLEASE_IRE2,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MRCK ALPHA,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_ALPHA,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MRCK GAMMA,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_GAMMA,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,SUBSTANCE-K RECEPTOR,rawtok_SUBSTANCE_K_RECEPTOR,2.6666666666666665,0.486215538847118,1,2,57,1.0,0.313171165756522,-0.0
raw_token,raw_token,LEUKOCYTE TYROSINE KINASE RECEPTOR,rawtok_LEUKOCYTE_TYROSINE_KINASE_RECEPTOR,1.3214285714285714,0.5456723569931117,2,6,57,1.0,0.26306804641739134,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 9,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_9,1.3214285714285714,0.5456723569931117,2,6,57,1.0,0.26306804641739134,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE D2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_D2,1.3214285714285714,0.5456723569931117,2,6,57,1.0,0.26306804641739134,-0.0
raw_token,raw_token,EPIDERMAL GROWTH FACTOR RECEPTOR,rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR,1.0333333333333334,0.6056609776331209,4,14,57,1.0,0.21777040676354906,-0.0
raw_token,raw_token,ALPHA-2A ADRENERGIC RECEPTOR,rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT DELTA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_DELTA,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 8,rawtok_CYCLIN_DEPENDENT_KINASE_8,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,CYTOCHROME P450 1A2,rawtok_CYTOCHROME_P450_1A2,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,CYTOCHROME P450 2C9,rawtok_CYTOCHROME_P450_2C9,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,D(3) DOPAMINE RECEPTOR,rawtok_D_3_DOPAMINE_RECEPTOR,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 2,rawtok_EPHRIN_TYPE_A_RECEPTOR_2,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 4,rawtok_EPHRIN_TYPE_A_RECEPTOR_4,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 8,rawtok_EPHRIN_TYPE_A_RECEPTOR_8,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,EPHRIN TYPE-B RECEPTOR 2,rawtok_EPHRIN_TYPE_B_RECEPTOR_2,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,HISTAMINE H3 RECEPTOR,rawtok_HISTAMINE_H3_RECEPTOR,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,KAPPA-TYPE OPIOID RECEPTOR,rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 14,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,NT-3 GROWTH FACTOR RECEPTOR,rawtok_NT_3_GROWTH_FACTOR_RECEPTOR,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,SERINE-PROTEIN KINASE ATM,rawtok_SERINE_PROTEIN_KINASE_ATM,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PLK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK1,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE TAO1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_TAO1,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE TAO2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_TAO2,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE TAO3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_TAO3,1.3,0.6356801093643198,1,3,57,1.0,0.19676137757137574,-0.0
raw_token,raw_token,PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA,1.0285714285714285,0.6428547405239969,2,7,57,1.0,0.19188714918421287,-0.0
raw_token,raw_token,SODIUM-DEPENDENT DOPAMINE TRANSPORTER,rawtok_SODIUM_DEPENDENT_DOPAMINE_TRANSPORTER,1.0285714285714285,0.6428547405239969,2,7,57,1.0,0.19188714918421287,-0.0
raw_token,raw_token,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET,0.9519230769230769,0.65780428590545,3,11,57,1.0,0.1819033012105804,-0.0
raw_token,raw_token,GENOME INTEGRITY,rawtok_GENOME_INTEGRITY,0.8333333333333334,0.7244879426899404,2,8,57,1.0,0.13996883789025158,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE FYN,rawtok_TYROSINE_PROTEIN_KINASE_FYN,0.8333333333333334,0.7244879426899404,2,8,57,1.0,0.13996883789025158,-0.0
raw_token,raw_token,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT ALPHA-1,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA_1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,ALK TYROSINE KINASE RECEPTOR,rawtok_ALK_TYROSINE_KINASE_RECEPTOR,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,ANGIOPOIETIN-1 RECEPTOR,rawtok_ANGIOPOIETIN_1_RECEPTOR,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN 1,rawtok_ANKYRIN_REPEAT_AND_PROTEIN_KINASE_DOMAIN_CONTAINING_PROTEIN_1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,ATP-DEPENDENT TRANSLOCASE ABCB1,rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,AURORA KINASE A,rawtok_AURORA_KINASE_A,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_GAMMA,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,DEATH-ASSOCIATED PROTEIN KINASE 3,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_4,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 1,rawtok_EPHRIN_TYPE_A_RECEPTOR_1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 3,rawtok_EPHRIN_TYPE_A_RECEPTOR_3,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 5,rawtok_EPHRIN_TYPE_A_RECEPTOR_5,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,EPHRIN TYPE-B RECEPTOR 1,rawtok_EPHRIN_TYPE_B_RECEPTOR_1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,EPHRIN TYPE-B RECEPTOR 4,rawtok_EPHRIN_TYPE_B_RECEPTOR_4,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,FIBROBLAST GROWTH FACTOR RECEPTOR 4,rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_4,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,MACROPHAGE-STIMULATING PROTEIN RECEPTOR,rawtok_MACROPHAGE_STIMULATING_PROTEIN_RECEPTOR,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_7,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,MTOR SIGNALING,rawtok_MTOR_SIGNALING,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,PI3K,rawtok_PI3K,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,PROTEIN KINASE C DELTA TYPE,rawtok_PROTEIN_KINASE_C_DELTA_TYPE,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,PROTEIN-TYROSINE KINASE 2-BETA,rawtok_PROTEIN_TYROSINE_KINASE_2_BETA,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_3,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE CHK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MARK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MARK2,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MTOR,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE NLK,rawtok_SERINE_THREONINE_PROTEIN_KINASE_NLK,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PAK 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE BTK,rawtok_TYROSINE_PROTEIN_KINASE_BTK,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE FER,rawtok_TYROSINE_PROTEIN_KINASE_FER,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
