source,field,token,feature,odds_ratio,pvalue,n_improve,n_worsen,n_total_improve,n_total_worsen,fdr_bh,minus_log10_p,minus_log10_fdr
raw_token,raw_token,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-1,rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_1,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-2,rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_2,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,PROGESTERONE RECEPTOR,rawtok_PROGESTERONE_RECEPTOR,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP10,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP10,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP12,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP12,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP14,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP3,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP3,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP4,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP4,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3,rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_3,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-4,rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_4,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,RIBOSOMAL PROTEIN S6 KINASE ALPHA-6,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_6,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,RTK SIGNALING,rawtok_RTK_SIGNALING,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 17A,rawtok_SERINE_THREONINE_PROTEIN_KINASE_17A,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_4,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PIM-1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_1,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PIM-3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_3,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PLK4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE SBK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_SBK1,inf,0.30158730158730157,2,0,20,16,0.8688606332585391,0.5205869485007528,0.06104987954761852
raw_token,raw_token,HEPATOCYTE GROWTH FACTOR RECEPTOR,rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR,2.3333333333333335,0.30645161290322576,5,2,20,16,0.8688606332585391,0.513638088545425,0.06104987954761852
raw_token,raw_token,TYROSINE-PROTEIN KINASE LCK,rawtok_TYROSINE_PROTEIN_KINASE_LCK,2.3333333333333335,0.30645161290322576,5,2,20,16,0.8688606332585391,0.513638088545425,0.06104987954761852
raw_token,raw_token,VOLTAGE-GATED INWARDLY RECTIFYING POTASSIUM CHANNEL KCNH2,rawtok_VOLTAGE_GATED_INWARDLY_RECTIFYING_POTASSIUM_CHANNEL_KCNH2,2.3333333333333335,0.30645161290322576,5,2,20,16,0.8688606332585391,0.513638088545425,0.06104987954761852
raw_token,raw_token,ADENOSINE RECEPTOR A3,rawtok_ADENOSINE_RECEPTOR_A3,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 16,rawtok_CYCLIN_DEPENDENT_KINASE_16,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 7,rawtok_CYCLIN_DEPENDENT_KINASE_7,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1B,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1B,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M2,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 10,rawtok_SERINE_THREONINE_PROTEIN_KINASE_10,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE B-RAF,rawtok_SERINE_THREONINE_PROTEIN_KINASE_B_RAF,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,STE20-LIKE SERINE/THREONINE-PROTEIN KINASE,rawtok_STE20_LIKE_SERINE_THREONINE_PROTEIN_KINASE,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,TYROSINE-PROTEIN KINASE ABL1,rawtok_TYROSINE_PROTEIN_KINASE_ABL1,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,TYROSINE-PROTEIN KINASE BLK,rawtok_TYROSINE_PROTEIN_KINASE_BLK,2.6470588235294117,0.3919022154316272,3,1,20,16,0.8688606332585391,0.40682228143893956,0.06104987954761852
raw_token,raw_token,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,rawtok_RECEPTOR_TYPE_TYROSINE_PROTEIN_KINASE_FLT3,1.75,0.44574780058651015,4,2,20,16,0.8688606332585391,0.35091079104772527,0.06104987954761852
raw_token,raw_token,SODIUM-DEPENDENT DOPAMINE TRANSPORTER,rawtok_SODIUM_DEPENDENT_DOPAMINE_TRANSPORTER,1.75,0.44574780058651015,4,2,20,16,0.8688606332585391,0.35091079104772527,0.06104987954761852
raw_token,raw_token,ACTIVATED CDC42 KINASE 1,rawtok_ACTIVATED_CDC42_KINASE_1,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,AP2-ASSOCIATED PROTEIN KINASE 1,rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,ATP-DEPENDENT TRANSLOCASE ABCB1,rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,AURORA KINASE B,rawtok_AURORA_KINASE_B,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,CASEIN KINASE II SUBUNIT ALPHA',rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,CITRON RHO-INTERACTING KINASE,rawtok_CITRON_RHO_INTERACTING_KINASE,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,CYTOCHROME P450 1A2,rawtok_CYTOCHROME_P450_1A2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,CYTOCHROME P450 2C9,rawtok_CYTOCHROME_P450_2C9,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,DEATH-ASSOCIATED PROTEIN KINASE 3,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE CLK4,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 6,rawtok_EPHRIN_TYPE_A_RECEPTOR_6,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MISSHAPEN-LIKE KINASE 1,rawtok_MISSHAPEN_LIKE_KINASE_1,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 14,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,MTOR SIGNALING,rawtok_MTOR_SIGNALING,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,PI3K,rawtok_PI3K,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 16,rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MTOR,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,TYROSINE-PROTEIN KINASE ABL2,rawtok_TYROSINE_PROTEIN_KINASE_ABL2,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,TYROSINE-PROTEIN KINASE FGR,rawtok_TYROSINE_PROTEIN_KINASE_FGR,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
raw_token,raw_token,TYROSINE-PROTEIN KINASE FRK,rawtok_TYROSINE_PROTEIN_KINASE_FRK,1.6666666666666667,0.5854341736694677,2,1,20,16,0.8688606332585391,0.23252193000113924,0.06104987954761852
