cell_line,fold,y_mean,n_records
REH,3,1.0213256666666666,3
RERFLCKJ,3,0.9928293333333332,3
RERFLCMS,4,1.2630263333333334,3
RL,2,0.6772133333333333,3
RPMI8226,5,-0.09700033333333331,3
RPMI8402,2,-0.309111,3
RS411,4,0.42374599999999996,3
SBC5,3,1.203456,3
SHP77,3,2.1290223333333333,3
SIGM5,3,-0.5646385,2
SKLU1,5,1.395269,2
SKM1,1,0.27166900000000005,2
SKMES1,4,1.2596616666666665,3
SKMM2,3,0.864308,3
ST486,3,-0.994746,2
SUDHL1,2,0.770397,1
SUDHL10,3,-1.2446043333333332,3
SUDHL4,1,0.902199,3
SUDHL5,1,-0.3527799999999999,3
SUDHL6,2,-0.903523,3
SUDHL8,3,0.270385,3
SUPB15,4,-1.031944,2
SUPM2,5,0.5260396666666667,3
SUPT1,5,-0.407545,3
SW1271,1,1.4839163333333334,3
SW1573,3,3.0888503333333333,3
THP1,2,0.9754436666666666,3
WSUDLCL2,2,-0.02168833333333331,3
