cell_line,fold,y_mean,n_records
NCIH1648,1,2.155567,1
NCIH1650,4,3.109393,2
NCIH1651,3,3.748026,2
NCIH1781,1,4.752129500000001,2
NCIH1792,1,1.3918305,2
NCIH1793,2,3.7744475,2
NCIH1836,4,5.185669,2
NCIH1876,1,4.4407195,2
NCIH1915,2,1.895947,2
NCIH1944,1,2.402098,2
NCIH196,2,3.0411035,2
NCIH1963,5,4.180133,1
NCIH1975,4,2.3899155,2
NCIH2009,1,4.292318,2
NCIH2023,5,2.121461,2
NCIH2029,1,4.307913,2
NCIH2030,2,2.745906,1
NCIH2066,2,5.989119499999999,2
NCIH2081,2,4.418534,2
NCIH2085,5,3.041789,2
NCIH2087,2,2.4414015,2
NCIH209,1,1.5118585000000002,2
NCIH211,2,1.050015,2
NCIH2110,2,3.3367525000000002,2
NCIH2122,4,1.788399,2
NCIH2170,4,2.516441,2
NCIH2171,2,3.421965,1
NCIH2172,5,4.6599885,2
NCIH2196,4,5.44222,1
NCIH2227,4,4.845528,2
NCIH2228,5,4.28126,2
NCIH2291,1,3.1550415000000003,2
NCIH23,5,3.3863425,2
NCIH2342,5,3.6758105,2
NCIH2347,1,3.9043300000000003,2
NCIH2405,4,3.9263994999999996,2
NCIH2444,3,3.8833450000000003,2
NCIH292,4,2.004677,2
NCIH358,4,3.088868,1
NCIH441,4,2.7466835,2
NCIH446,5,4.2127324999999995,2
NCIH460,2,0.826071,2
NCIH522,2,3.9356995,2
NCIH524,1,2.9536985,2
NCIH526,4,3.9714065,2
NCIH596,3,5.393076000000001,2
NCIH647,3,2.7303705000000003,2
NCIH650,5,3.192638,2
NCIH661,1,3.209575,2
NCIH69,2,3.5459964999999998,2
NCIH727,1,2.9985405,2
NCIH810,5,4.746112,2
NCIH82,4,3.074646,2
NCIH838,1,0.25696949999999996,2
NCIH841,4,2.767753,2
NCIH929,3,2.073625,2
NOMO1,3,1.5410255,2
NUDUL1,4,0.709114,2
OCIAML2,3,1.0221435,2
OCIAML3,1,0.6316865,2
OCIAML5,4,1.0299865,2
OCILY19,5,0.5915495,2
OCIM1,3,2.251285,2
OPM2,2,2.6708115,2
P12ICHIKAWA,1,-0.7025445,2
P31FUJ,3,2.954333,2
PF382,1,1.423427,2
PL21,5,0.36876749999999997,2
RAJI,3,2.676601,2
RCHACV,3,-1.2253655,2
REH,5,0.6807185,2
RERFLCKJ,4,3.9988995000000003,2
RERFLCMS,5,3.191788,2
RL,3,1.3338015,2
RPMI8226,2,0.882628,2
RPMI8402,3,-1.6848640000000001,2
RS411,3,-0.40347549999999993,2
SBC5,5,3.1524865,2
SHP77,4,1.77333,2
SIGM5,3,-1.226266,1
SKLU1,5,1.700313,2
SKM1,1,0.13397799999999999,2
SKMES1,3,2.2176329999999997,2
SKMM2,3,3.466576,2
ST486,2,1.9474684999999998,2
SUDHL1,4,1.940893,1
SUDHL10,2,-0.2304485,2
SUDHL4,1,1.8561245,2
SUDHL5,4,0.6707894999999999,2
SUDHL6,5,-0.473501,2
SUDHL8,2,2.896132,2
SUPB15,3,1.7490555,2
SUPM2,5,1.94146,2
SUPT1,1,2.526287,2
SW1271,1,4.0168225,2
SW1573,3,3.3816344999999997,2
THP1,2,2.3381230000000004,2
WSUDLCL2,2,1.512257,2
