cell_line,fold,y_mean,n_records
L363,4,-2.3000403333333335,3
L428,1,-0.45233999999999996,3
L540,4,-1.5873833333333334,3
LAMA84,5,-0.4457076666666666,3
LCLC103H,1,0.34976835705492426,4
LCLC97TM1,5,-0.6970943333333333,3
LOUCY,5,-1.343523,3
LOUNH91,4,-0.7616162593021075,4
LP1,5,2.3629436666666668,3
LU65,2,1.5965923333333334,3
LXF289,1,-0.2147616638220335,4
ME1,3,1.4088416666666665,3
MEG01,1,-2.0542176666666667,3
MHHCALL2,1,-1.6507906666666665,3
MM1S,3,-0.7805815,2
MOLM13,2,-5.607501666666667,3
MOLM16,1,-1.9433610000000001,3
MOLP8,3,-1.306351,3
MOLT13,4,-1.2627383333333333,3
MOLT16,4,-2.0797333333333334,3
MONOMAC6,3,-4.918437,3
NALM6,3,-1.102684,3
NAMALWA,1,-2.0392876666666666,3
NB4,4,-2.7752176666666664,3
NCIH1048,3,0.205947498325074,4
NCIH1092,2,2.723587,3
NCIH1105,2,1.5332926666666669,3
NCIH1155,2,-0.6515193333333333,3
NCIH1341,2,-1.1867503333333334,3
NCIH1435,4,1.5908319810802485,4
NCIH1436,4,0.19056533333333336,3
NCIH1437,4,0.23673118738740026,4
NCIH146,1,1.1643626666666667,3
NCIH1568,2,-0.8002646119825929,4
NCIH1623,5,0.433672423909179,4
NCIH1648,5,0.343529157549791,4
NCIH1650,2,-0.32187541694246335,4
NCIH1651,5,0.021154170502735797,4
NCIH1781,3,0.202639,3
NCIH1792,5,-0.2783660678466336,4
NCIH1793,4,0.7924999739712365,4
NCIH1836,1,2.0233760000000003,3
NCIH1876,5,-1.0785773333333333,3
NCIH1915,5,0.4872600752720842,4
NCIH1944,2,-0.4122561214863913,4
NCIH196,1,0.5832333333333333,3
NCIH1963,5,-0.153178,2
NCIH1975,4,-0.13859485789408962,4
NCIH2009,4,0.248516959491891,4
NCIH2023,2,-0.8350432025973661,3
NCIH2029,5,2.2958123333333336,3
NCIH2030,1,-0.15037093535539725,4
NCIH2066,1,1.8475303333333333,3
NCIH2081,1,1.3878086666666667,3
NCIH2085,1,0.21446833333333334,3
NCIH2087,2,0.8643278559320132,4
NCIH209,1,-0.7478953333333335,3
NCIH211,4,-0.47156400000000004,3
NCIH2110,5,-0.7874129664612156,4
NCIH2122,5,-1.7914613333333334,3
NCIH2170,2,-0.20142665725315623,4
NCIH2171,2,0.152372,1
NCIH2172,2,1.6236643333333334,3
NCIH2196,2,-0.532732,1
NCIH2227,5,0.6615133333333333,3
NCIH2228,1,-0.04311576771977274,4
NCIH2291,4,1.3092736666666667,3
NCIH23,4,-0.4707498408176852,4
NCIH2342,4,1.0898013333333332,3
NCIH2347,5,0.703471052689259,4
NCIH2405,1,1.5655543333333333,3
NCIH2444,4,1.3400499209669687,4
NCIH292,2,0.3966252800386375,4
NCIH358,4,-0.13448725927882302,4
NCIH441,3,1.5297286666666665,3
NCIH446,3,-0.10845414673039386,4
NCIH460,4,-0.5403012327449128,4
NCIH522,5,2.041666082130773,3
NCIH524,4,-0.5477883333333333,3
NCIH526,2,1.1494616666666668,3
NCIH596,4,0.9569960000000001,3
NCIH647,2,-1.3003486666666668,3
NCIH650,1,0.6039191211713075,4
NCIH661,3,-0.23280530024554585,4
NCIH69,3,1.3906086666666668,3
NCIH727,4,-0.29919227849278024,4
NCIH810,3,0.09122799999999999,3
NCIH82,4,0.0764466666666667,3
NCIH838,1,-0.9059865182092403,4
NCIH841,5,0.5159911357845807,4
NCIH929,3,-0.5186233333333333,3
NOMO1,1,-2.004755,3
NUDUL1,5,-2.097402666666667,3
OCIAML2,5,-1.472721,3
OCIAML3,3,-0.7072046666666667,3
OCIAML5,3,-2.115663,2
OCILY19,5,-1.246045,3
OCIM1,4,-1.32109,3
OPM2,2,-0.4507843333333333,3
P12ICHIKAWA,1,-1.554258,3
P31FUJ,5,-2.1136313333333336,3
PF382,3,-0.6928776666666666,3
PL21,2,-2.1096626666666665,3
RAJI,5,-1.0714833333333333,3
RCHACV,3,-2.5454083333333335,3
REH,3,-0.603985,3
RERFLCKJ,2,0.436129683093662,4
RERFLCMS,2,-0.418233971306044,4
RL,4,-0.06752633333333333,3
RPMI8226,1,-1.3940226666666666,3
RPMI8402,3,-2.0622116666666668,3
RS411,2,-1.112833,3
SBC5,1,-0.030010962006215492,4
SHP77,5,1.0332086666666667,3
SIGM5,3,-1.922785,1
SKLU1,1,-0.4884126861885481,4
SKM1,1,-2.021411666666667,3
SKMES1,3,-0.051266094747214615,4
SKMM2,4,1.6189336666666667,3
ST486,1,-1.142201,3
SUDHL1,4,-0.831202,1
SUDHL10,2,-0.48174550000000005,2
SUDHL4,3,-1.2635323333333333,3
SUDHL5,2,-3.705357,3
SUDHL6,4,-3.1106226666666665,3
SUDHL8,5,-1.0073275000000002,2
SUPB15,5,-0.834664,2
SUPM2,5,-2.4915943333333335,3
SUPT1,3,-0.8924193333333333,3
SW1271,5,0.46043650449072576,4
SW1573,1,0.7520919133512448,4
THP1,3,-0.861441,3
WSUDLCL2,2,0.340387,3
