cell_line,fold,y_mean,n_records
NCIH1623,4,-0.38683500000000004,2
NCIH1648,4,0.9831235,2
NCIH1650,2,1.961891,2
NCIH1651,1,2.3218875,2
NCIH1781,1,1.292604,2
NCIH1792,1,-0.829054,2
NCIH1793,2,1.3518385,2
NCIH1836,4,4.1221155,2
NCIH1876,5,2.1344585,2
NCIH1915,4,-1.904107,2
NCIH1944,1,-1.7628155,2
NCIH196,1,3.0530155,2
NCIH1963,5,2.290049,1
NCIH1975,2,-0.8042965,2
NCIH2009,1,-1.8045465,2
NCIH2023,1,0.795576,2
NCIH2029,1,2.601554,2
NCIH2030,4,0.7923055,2
NCIH2066,3,0.7575455,2
NCIH2081,1,3.377524,2
NCIH2085,1,0.9580520000000001,2
NCIH2087,4,-1.588587,2
NCIH209,2,2.490216,2
NCIH211,4,0.469959,2
NCIH2110,1,0.06890400000000002,2
NCIH2122,5,-1.6554514999999999,2
NCIH2170,2,3.356712,2
NCIH2171,5,2.22301,1
NCIH2172,4,3.009455,2
NCIH2196,4,2.54989,1
NCIH2227,5,0.8720325,2
NCIH2228,1,0.593537,2
NCIH2291,2,-2.9845990000000002,2
NCIH23,2,-0.4913219999999999,2
NCIH2342,2,1.8335145,2
NCIH2347,4,-0.5931639999999999,2
NCIH2405,3,-0.196162,2
NCIH2444,2,2.0978255,2
NCIH292,2,-2.348602,2
NCIH358,4,-1.0404405,2
NCIH441,1,1.8220915,2
NCIH446,5,1.947149,2
NCIH460,4,-1.8176145,2
NCIH522,5,2.4134405,2
NCIH524,5,2.1219615000000003,2
NCIH526,1,2.382039,2
NCIH596,4,1.451273,2
NCIH647,5,1.298625,2
NCIH650,1,2.0152740000000002,2
NCIH661,5,1.5864634999999998,2
NCIH69,4,2.9529940000000003,2
NCIH727,4,-1.441027,2
NCIH810,3,2.9469395,2
NCIH82,5,2.7105025,2
NCIH838,1,-0.8340205,2
NCIH841,3,0.9386915,2
NCIH929,3,-1.7109839999999998,2
NOMO1,4,-4.530108,2
NUDUL1,5,0.466445,2
OCIAML2,3,-5.95427,1
OCIAML3,3,-4.8395985,2
OCIAML5,2,-2.1597185000000003,2
OCILY19,3,-0.447048,2
OCIM1,3,-1.2057820000000001,2
OPM2,2,1.2488130000000002,2
P12ICHIKAWA,4,-0.3493435,2
P31FUJ,5,-1.029582,2
PF382,1,1.6735255,2
PL21,3,-2.649307,2
RAJI,2,2.3023205,2
RCHACV,2,1.8680005000000002,2
REH,1,1.9017845000000002,2
RERFLCKJ,3,0.6597114999999999,2
RERFLCMS,2,-1.1916435,2
RL,4,2.6425145,2
RPMI8226,2,-0.21450649999999993,2
RPMI8402,4,1.933172,2
RS411,3,1.8949500000000001,2
SBC5,5,1.5268765000000002,2
SHP77,3,0.4480425,2
SIGM5,5,1.734474,1
SKLU1,4,-0.31420899999999996,2
SKM1,1,-4.8847475,2
SKMES1,1,-0.979746,2
SKMM2,3,2.143932,2
ST486,3,0.5545295,2
SUDHL1,1,0.5339,1
SUDHL10,2,1.119748,2
SUDHL4,3,1.7174625000000001,2
SUDHL5,3,0.218126,2
SUDHL6,4,0.572115,2
SUDHL8,3,2.2447025,2
SUPB15,5,-0.063554,2
SUPM2,5,1.3233785,2
SUPT1,5,2.627814,2
SW1271,2,-1.332227,2
SW1573,4,2.5599274999999997,2
THP1,2,-0.42046150000000004,2
WSUDLCL2,1,2.2959075,2
