source,field,token,feature,odds_ratio,pvalue,n_improve,n_with_token,n_total,fdr_bh,minus_log10_p,minus_log10_fdr
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 17A,rawtok_SERINE_THREONINE_PROTEIN_KINASE_17A,4.0,0.2792207792207792,2,3,57,1.0,0.5540522652568766,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PIM-1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_1,4.0,0.2792207792207792,2,3,57,1.0,0.5540522652568766,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PIM-3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_3,4.0,0.2792207792207792,2,3,57,1.0,0.5540522652568766,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE SBK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_SBK1,4.0,0.2792207792207792,2,3,57,1.0,0.5540522652568766,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_5,2.0625,0.2839864537977746,4,8,57,1.0,0.5467023753796737,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 16,rawtok_CYCLIN_DEPENDENT_KINASE_16,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 7,rawtok_CYCLIN_DEPENDENT_KINASE_7,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,CYTOCHROME P450 3A4,rawtok_CYTOCHROME_P450_3A4,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,HOMEODOMAIN-INTERACTING PROTEIN KINASE 4,rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_4,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 9,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_9,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 19,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_19,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE B-RAF,rawtok_SERINE_THREONINE_PROTEIN_KINASE_B_RAF,2.0,0.3498922461186612,3,6,57,1.0,0.45606568171026685,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE LCK,rawtok_TYROSINE_PROTEIN_KINASE_LCK,1.4285714285714286,0.41464794293287427,5,12,57,1.0,0.38232048480985875,-0.0
raw_token,raw_token,"3',5'-CYCLIC-AMP PHOSPHODIESTERASE 4D",rawtok_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_4D,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,ATP-DEPENDENT TRANSLOCASE ABCB1,rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,DEATH-ASSOCIATED PROTEIN KINASE 3,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,DNA REPLICATION,rawtok_DNA_REPLICATION,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,LIM DOMAIN KINASE 1,rawtok_LIM_DOMAIN_KINASE_1,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,MTOR SIGNALING,rawtok_MTOR_SIGNALING,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2,rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TYK2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,NUAK FAMILY SNF1-LIKE KINASE 2,rawtok_NUAK_FAMILY_SNF1_LIKE_KINASE_2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PARP1,rawtok_PARP1,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PARP2,rawtok_PARP2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, LIVER/TESTIS ISOFORM",rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_LIVER_TESTIS_ISOFORM,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, SKELETAL MUSCLE/HEART ISOFORM",rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_SKELETAL_MUSCLE_HEART_ISOFO,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PI3K,rawtok_PI3K,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,POLY [ADP-RIBOSE] POLYMERASE 1,rawtok_POLY_ADP_RIBOSE_POLYMERASE_1,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,POLY [ADP-RIBOSE] POLYMERASE 2,rawtok_POLY_ADP_RIBOSE_POLYMERASE_2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-1,rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_1,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-2,rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_2,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PROGESTERONE RECEPTOR,rawtok_PROGESTERONE_RECEPTOR,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP10,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP10,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP3,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP3,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP4,rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP4,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3,rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_3,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-4,rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_4,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MTOR,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,1.9444444444444444,0.43939393939393934,2,4,57,1.0,0.35714593764291264,-0.0
raw_token,raw_token,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,rawtok_RECEPTOR_TYPE_TYROSINE_PROTEIN_KINASE_FLT3,1.2916666666666667,0.49265325869099463,4,10,57,1.0,0.30745864019215363,-0.0
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE CLK4,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE TTK,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_TTK,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 8,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_8,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_3,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_ALPHA_I,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,RIBOSOMAL PROTEIN S6 KINASE ALPHA-6,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_6,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,RTK SIGNALING,rawtok_RTK_SIGNALING,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 16,rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_4,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PLK4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE JAK3,rawtok_TYROSINE_PROTEIN_KINASE_JAK3,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3,1.2592592592592593,0.5804269106155898,2,5,57,1.0,0.23625246036089892,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 2A,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2A,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 2B,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2B,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 2C,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2C,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,ACTIVIN RECEPTOR TYPE-1,rawtok_ACTIVIN_RECEPTOR_TYPE_1,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,ADENOSINE RECEPTOR A1,rawtok_ADENOSINE_RECEPTOR_A1,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,ALPHA-1A ADRENERGIC RECEPTOR,rawtok_ALPHA_1A_ADRENERGIC_RECEPTOR,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,BCL2,rawtok_BCL2,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,BETA-3 ADRENERGIC RECEPTOR,rawtok_BETA_3_ADRENERGIC_RECEPTOR,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,BRAF,rawtok_BRAF,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,BRD4,rawtok_BRD4,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,BROMODOMAIN TESTIS-SPECIFIC PROTEIN,rawtok_BROMODOMAIN_TESTIS_SPECIFIC_PROTEIN,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 1,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_1,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1G,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1G,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,"CGMP-INHIBITED 3',5'-CYCLIC PHOSPHODIESTERASE 3A",rawtok_CGMP_INHIBITED_3_5_CYCLIC_PHOSPHODIESTERASE_3A,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,CHEK1,rawtok_CHEK1,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,CHROMATIN OTHER,rawtok_CHROMATIN_OTHER,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 1,rawtok_CYCLIN_DEPENDENT_KINASE_1,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE-LIKE 2,rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_2,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,DEATH-ASSOCIATED PROTEIN KINASE 1,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_1,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,DELTA-TYPE OPIOID RECEPTOR,rawtok_DELTA_TYPE_OPIOID_RECEPTOR,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,D(1A) DOPAMINE RECEPTOR,rawtok_D_1A_DOPAMINE_RECEPTOR,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
raw_token,raw_token,D(2) DOPAMINE RECEPTOR,rawtok_D_2_DOPAMINE_RECEPTOR,1.894736842105263,0.5827067669172932,1,2,57,1.0,0.23454993846077554,-0.0
