source,field,token,feature,odds_ratio,pvalue,n_worsen,n_improve,n_total_worsen,n_total_improve,fdr_bh,minus_log10_p,minus_log10_fdr
raw_token,raw_token,FIBROBLAST GROWTH FACTOR RECEPTOR 2,rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_2,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,FOCAL ADHESION KINASE 1,rawtok_FOCAL_ADHESION_KINASE_1,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,HISTAMINE H3 RECEPTOR,rawtok_HISTAMINE_H3_RECEPTOR,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,KAPPA-TYPE OPIOID RECEPTOR,rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,MACROPHAGE-STIMULATING PROTEIN RECEPTOR,rawtok_MACROPHAGE_STIMULATING_PROTEIN_RECEPTOR,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 1,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_1,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 11,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_11,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M1,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M3,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 GAMMA,rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_GAMMA,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_3,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE-PROTEIN KINASE ATM,rawtok_SERINE_PROTEIN_KINASE_ATM,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE CHK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE CHK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE D3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE NEK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK2,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE NLK,rawtok_SERINE_THREONINE_PROTEIN_KINASE_NLK,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE PAK 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,SUBSTANCE-K RECEPTOR,rawtok_SUBSTANCE_K_RECEPTOR,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE MER,rawtok_TYROSINE_PROTEIN_KINASE_MER,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE YES,rawtok_TYROSINE_PROTEIN_KINASE_YES,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,UNCHARACTERIZED PROTEIN FLJ45252,rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1,1.2666666666666666,0.6984126984126985,1,1,16,20,1.0,0.15588787296739423,-0.0
raw_token,raw_token,HISTONE DEACETYLASE 6,rawtok_HISTONE_DEACETYLASE_6,0.8095238095238095,0.7532467532467533,2,3,16,20,1.0,0.12306273160954458,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 9,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_9,0.8095238095238095,0.7532467532467533,2,3,16,20,1.0,0.12306273160954458,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5,0.8095238095238095,0.7532467532467533,2,3,16,20,1.0,0.12306273160954458,-0.0
raw_token,raw_token,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2,0.8095238095238095,0.7532467532467533,2,3,16,20,1.0,0.12306273160954458,-0.0
raw_token,raw_token,ACTIVATED CDC42 KINASE 1,rawtok_ACTIVATED_CDC42_KINASE_1,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,AP2-ASSOCIATED PROTEIN KINASE 1,rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,ATP-DEPENDENT TRANSLOCASE ABCB1,rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,AURORA KINASE B,rawtok_AURORA_KINASE_B,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,CASEIN KINASE II SUBUNIT ALPHA',rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,CITRON RHO-INTERACTING KINASE,rawtok_CITRON_RHO_INTERACTING_KINASE,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,CYTOCHROME P450 1A2,rawtok_CYTOCHROME_P450_1A2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,CYTOCHROME P450 2C9,rawtok_CYTOCHROME_P450_2C9,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,DEATH-ASSOCIATED PROTEIN KINASE 3,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE CLK4,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 6,rawtok_EPHRIN_TYPE_A_RECEPTOR_6,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MISSHAPEN-LIKE KINASE 1,rawtok_MISSHAPEN_LIKE_KINASE_1,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 14,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,MTOR SIGNALING,rawtok_MTOR_SIGNALING,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,PI3K,rawtok_PI3K,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 16,rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE MTOR,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE ABL2,rawtok_TYROSINE_PROTEIN_KINASE_ABL2,0.6,0.8403361344537815,1,2,16,20,1.0,0.07554696139253075,-0.0
