cell_line,fold,y_mean,n_records
RPMI8402,3,-0.129383,2
RS411,3,-0.05602500000000002,2
SBC5,3,1.108831,2
SHP77,2,3.297331,2
SIGM5,3,3.125432,1
SKLU1,4,2.1185755,2
SKM1,3,2.2545185,2
SKMES1,5,2.6154235,2
SKMM2,3,4.8356735,2
ST486,3,3.9090890000000003,2
SUDHL1,3,-3.150271,1
SUDHL10,3,3.4688865,2
SUDHL4,4,2.764485,2
SUDHL5,1,-1.429803,2
SUDHL6,2,3.25033,2
SUDHL8,2,-0.02580950000000004,2
SUPB15,4,-3.689575,1
SUPM2,5,-3.509224,1
SUPT1,5,1.49327,2
SW1271,1,3.702737,2
SW1573,1,2.0525355,2
THP1,2,1.2680135,2
WSUDLCL2,2,3.353714,2
